Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Measuring the Odds of Statements Being Faulty","Reliable Software Technologies – Ada-Europe 2013","","","","10.1007/978-3-642-38601-5_8","Xiaozhen XueAkbar Siami Namin","2013","http://link.springer.com/chapter/10.1007/978-3-642-38601-5_8","Chapter"
"Controlled Experimentation with Agents — Models and Implementations","Engineering Societies in the Agents World V","","","","10.1007/11423355_21","Mathias RöhlAdelinde M. Uhrmacher","2005","http://link.springer.com/chapter/10.1007/11423355_21","Chapter"
"Automating Expert-Defined Tests: A Suitable Approach for the Medical Device Industry?","Software Process Improvement","","","","10.1007/978-3-642-04133-4_3","David ConnollyFergal Mc CafferyFrank Keenan","2009","http://link.springer.com/chapter/10.1007/978-3-642-04133-4_3","Chapter"
"Parallel Chopped Symbolic Execution","Formal Methods and Software Engineering","","","","10.1007/978-3-030-63406-3_7","Shikhar SinghSarfraz Khurshid","2020","http://link.springer.com/chapter/10.1007/978-3-030-63406-3_7","Chapter"
"Using Models of Partial Knowledge to Test Model Transformations","Theory and Practice of Model Transformations","","","","10.1007/978-3-642-30476-7_2","Sagar SenJean-Marie MottuMassimo TisiJordi Cabot","2012","http://link.springer.com/chapter/10.1007/978-3-642-30476-7_2","Chapter"
"Risk Management During Software Development: Results of a Survey in Software Houses from Germany, Austria and Switzerland","Risk Assessment and Risk-Driven Quality Assurance","","","","10.1007/978-3-319-57858-3_11","Michael FeldererFlorian AuerJohannes Bergsmann","2017","http://link.springer.com/chapter/10.1007/978-3-319-57858-3_11","Chapter"
"Robustness of Specifications and Its Applications to Falsification, Parameter Mining, and Runtime Monitoring with S-TaLiRo","Runtime Verification","","","","10.1007/978-3-030-32079-9_3","Georgios FainekosBardh HoxhaSriram Sankaranarayanan","2019","http://link.springer.com/chapter/10.1007/978-3-030-32079-9_3","Chapter"
"An Evaluation of the Effectiveness of the Atomic Section Model","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-319-11653-2_3","Sunitha ThummalaJeff Offutt","2014","http://link.springer.com/chapter/10.1007/978-3-319-11653-2_3","Chapter"
"Simultaneously Improving Quality and Time-to-Market in Agile Development","Software Technologies","","","","10.1007/978-3-662-44920-2_6","Pryscilla Marcilli DóraAna Cristina OliveiraJ. Antão B. Moura","2014","http://link.springer.com/chapter/10.1007/978-3-662-44920-2_6","Chapter"
"Comparing Bug Finding Tools with Reviews and Tests","Testing of Communicating Systems","","","","10.1007/11430230_4","Stefan WagnerJan JürjensClaudia KollerPeter Trischberger","2005","http://link.springer.com/chapter/10.1007/11430230_4","Chapter"
"Aspect-oriented Response Injection: an Alternative to Classical Mutation Testing","Software Engineering Techniques: Design for Quality","","","","10.1007/978-0-387-39388-9_26","Bartosz BogackiBartosz Walter","2007","http://link.springer.com/chapter/10.1007/978-0-387-39388-9_26","Chapter"
"Using Behaviour Inference to Optimise Regression Test Sets","Testing Software and Systems","","","","10.1007/978-3-642-34691-0_14","Ramsay TaylorMathew HallKirill BogdanovJohn Derrick","2012","http://link.springer.com/chapter/10.1007/978-3-642-34691-0_14","Chapter"
"Simulation-Based Modeling and Evaluation of Incentive Schemes in Crowdsourcing Environments","On the Move to Meaningful Internet Systems: OTM 2013 Conferences","","","","10.1007/978-3-642-41030-7_11","Ognjen ScekicChristoph DornSchahram Dustdar","2013","http://link.springer.com/chapter/10.1007/978-3-642-41030-7_11","Chapter"
"A Modular Approach to the Specification and Validation of an Electrical Flight Control System","FME 2001: Formal Methods for Increasing Software Productivity","","","","10.1007/3-540-45251-6_34","M. DocheI. Vernier-MounierF. Kordon","2001","http://link.springer.com/chapter/10.1007/3-540-45251-6_34","Chapter"
"Towards an Integrated Quality Assessment and Improvement Approach for UML Models","SDL 2009: Design for Motes and Mobiles","","","","10.1007/978-3-642-04554-7_5","Akhtar Ali JalbaniJens GrabowskiHelmut NeukirchenBenjamin Zeiss","2009","http://link.springer.com/chapter/10.1007/978-3-642-04554-7_5","Chapter"
"Test Input Generation for Programs with Pointers","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-642-00768-2_25","Dries VanoverbergheNikolai TillmannFrank Piessens","2009","http://link.springer.com/chapter/10.1007/978-3-642-00768-2_25","Chapter"
"Meeting the training needs of practicing software engineers at texas instruments","Software Engineering Education","","","","10.1007/BFb0043586","Freeman L. MoorePhillip R. Purvis","1988","http://link.springer.com/chapter/10.1007/BFb0043586","Chapter"
"Audition of Web Services for Testing Conformance to Open Specified Protocols","Architecting Systems with Trustworthy Components","","","","10.1007/11786160_1","Antonia BertolinoLars FrantzenAndrea PoliniJan Tretmans","2006","http://link.springer.com/chapter/10.1007/11786160_1","Chapter"
"Automated Test Case Selection Using Feature Model: An Industrial Case Study","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-642-41533-3_15","Shuai WangArnaud GotliebShaukat AliMarius Liaaen","2013","http://link.springer.com/chapter/10.1007/978-3-642-41533-3_15","Chapter"
"Software Reliability Testing Covering Subsystem Interactions","Measurement, Modelling, and Evaluation of Computing Systems and Dependability and Fault Tolerance","","","","10.1007/978-3-642-28540-0_4","Matthias MeitnerFrancesca Saglietti","2012","http://link.springer.com/chapter/10.1007/978-3-642-28540-0_4","Chapter"
"Relating Student, Teacher and Third-Party Assessments in a Bachelor Capstone Project","Software Process Improvement and Capability Determination","","","","10.1007/978-3-319-67383-7_36","Vincent RibaudVincent Leilde","2017","http://link.springer.com/chapter/10.1007/978-3-319-67383-7_36","Chapter"
"Progress on Software Verification: SV-COMP 2022","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-030-99527-0_20","Dirk Beyer","2022","http://link.springer.com/chapter/10.1007/978-3-030-99527-0_20","Chapter"
"Hybrid Mobile Testing Model","Computer Applications for Software Engineering, Disaster Recovery, and Business Continuity","","","","10.1007/978-3-642-35267-6_7","Haeng-Kon Kim","2012","http://link.springer.com/chapter/10.1007/978-3-642-35267-6_7","Chapter"
"BTestBox: A Tool for Testing B Translators and Coverage of B Models","Tests and Proofs","","","","10.1007/978-3-030-31157-5_6","Diego de Azevedo OliveiraValério Medeiros Jr.David DéharbeMartin A. Musicante","2019","http://link.springer.com/chapter/10.1007/978-3-030-31157-5_6","Chapter"
"Model Transformation as an Optimization Problem","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-540-87875-9_12","Marouane KessentiniHouari SahraouiMounir Boukadoum","2008","http://link.springer.com/chapter/10.1007/978-3-540-87875-9_12","Chapter"
"Does Diversity Improve the Test Suite Generation for Mobile Applications?","Search-Based Software Engineering","","","","10.1007/978-3-030-27455-9_5","Thomas VogelChinh TranLars Grunske","2019","http://link.springer.com/chapter/10.1007/978-3-030-27455-9_5","Chapter"
"An Empirical Investigation of the Effect of Formal Specifications on Program Diversity","Dependable Computing for Critical Applications 2","","","","10.1007/978-3-7091-9198-9_11","Thomas I. McVittieJohn P. J. KellyWayne I. Yamamoto","1992","http://link.springer.com/chapter/10.1007/978-3-7091-9198-9_11","Chapter"
"Towards Dynamic Software Diversity for Resilient Redundant Embedded Systems","Software Engineering for Resilient Systems","","","","10.1007/978-3-319-23129-7_2","Andrea HöllerTobias RauterJohannes IberChristian Kreiner","2015","http://link.springer.com/chapter/10.1007/978-3-319-23129-7_2","Chapter"
"Coordinating Global Virtual Teams: Building Theory from a Case Study of Software Development","Advanced Information Systems Engineering","","","","10.1007/978-3-642-13094-6_23","Gaye KielyTom ButlerPatrick Finnegan","2010","http://link.springer.com/chapter/10.1007/978-3-642-13094-6_23","Chapter"
"Acceptance Testing of Object Oriented Systems","Reliable Software Technologies — Ada-Europe’ 99","","","","10.1007/3-540-48753-0_10","Jose L. Fernández","1999","http://link.springer.com/chapter/10.1007/3-540-48753-0_10","Chapter"
"How Applicable Is ISO/IEC 29110 in Game Software Development?","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-39259-7_4","Jussi KasurinenRisto LaineKari Smolander","2013","http://link.springer.com/chapter/10.1007/978-3-642-39259-7_4","Chapter"
"E-TDD – Embedded Test Driven Development a Tool for Hardware-Software Co-design Projects","Extreme Programming and Agile Processes in Software Engineering","","","","10.1007/11499053_17","Michael SmithAndrew KwanAlan MartinJames Miller","2005","http://link.springer.com/chapter/10.1007/11499053_17","Chapter"
"Composition and Extended Method of Information Grid","Advances in Computer Science, Environment, Ecoinformatics, and Education","","","","10.1007/978-3-642-23357-9_49","Li HaoZhongShan YangYueHong Zhang","2011","http://link.springer.com/chapter/10.1007/978-3-642-23357-9_49","Chapter"
"Usability Planner: A Tool to Support the Process of Selecting Usability Methods","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23768-3_105","Xavier FerreNigel Bevan","2011","http://link.springer.com/chapter/10.1007/978-3-642-23768-3_105","Chapter"
"Dfuntest: A Testing Framework for Distributed Applications","Parallel Processing and Applied Mathematics","","","","10.1007/978-3-319-78024-5_35","Grzegorz MilkaKrzysztof Rzadca","2018","http://link.springer.com/chapter/10.1007/978-3-319-78024-5_35","Chapter"
"Goals and Principles of Software Engineering","Applied Economics, Business and Development","","","","10.1007/978-3-642-23023-3_26","Xiaogang ZhuHuaiming Zhao","2011","http://link.springer.com/chapter/10.1007/978-3-642-23023-3_26","Chapter"
"Detecting Inconsistent Names of Source Code Using NLP","Computer Applications for Database, Education, and Ubiquitous Computing","","","","10.1007/978-3-642-35603-2_17","Sungnam LeeSuntae KimJeongAh KimSooyoung Park","2012","http://link.springer.com/chapter/10.1007/978-3-642-35603-2_17","Chapter"
"How Can Metaheuristics Help Software Engineers?","Search-Based Software Engineering","","","","10.1007/978-3-319-99241-9_4","Enrique Alba","2018","http://link.springer.com/chapter/10.1007/978-3-319-99241-9_4","Chapter"
"ALM Tool Infrastructure with a Focus on DevOps Culture","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-97925-0_24","Suha AkmanElif Berru AksuyekOnur Kaynak","2018","http://link.springer.com/chapter/10.1007/978-3-319-97925-0_24","Chapter"
"Software Usability Evaluation for Augmented Reality Through User Tests","HCI International 2021 - Late Breaking Posters","","","","10.1007/978-3-030-90176-9_45","Guto KawakamiAasim KhurshidMikhail R. Gadelha","2021","http://link.springer.com/chapter/10.1007/978-3-030-90176-9_45","Chapter"
"Creativity in Agile Systems Development: A Literature Review","Information Systems – Creativity and Innovation in Small and Medium-Sized Enterprises","","","","10.1007/978-3-642-02388-0_9","Kieran ConboyXiaofeng WangBrian Fitzgerald","2009","http://link.springer.com/chapter/10.1007/978-3-642-02388-0_9","Chapter"
"The Role of Measurement in Software Safety Assessment","Safety and Reliability of Software Based Systems","","","","10.1007/978-1-4471-0921-1_11","Norman Fenton","1997","http://link.springer.com/chapter/10.1007/978-1-4471-0921-1_11","Chapter"
"Steering Drivers of Change: Maximising Benefits of Trustworthy IoT","Systems, Software and Services Process Improvement","","","","10.1007/978-3-030-85521-5_45","Omar VeledarEric ArmengaudLeo Happ BotlerVioleta Damjanovic-BehrendtChristian DerlerStefan JaksicLukas KrammerChristian LettnerGeorg MacherStefan MarksteinerAndreas MartinMartin MatschnigPeter PrillerSebastian RamacherKay RömerChristoph Schmittner","2021","http://link.springer.com/chapter/10.1007/978-3-030-85521-5_45","Chapter"
"An Investigation of Software Development Process Terminology","Software Process Improvement and Capability Determination","","","","10.1007/978-3-319-38980-6_25","Paul ClarkeAntoni-Lluís MesquidaDamjan EkertJ. J. EkstromTatjana GornostajaMilos JovanovicJørn JohansenAntonia MasRichard MessnarzBlanca Nájera VillarAlexander O’ConnorRory V. O’ConnorMichael ReinerGabriele SaubererKlaus-Dirk SchmitzMurat Yilmaz","2016","http://link.springer.com/chapter/10.1007/978-3-319-38980-6_25","Chapter"
"Global Software Development Coordination Strategies - A Vendor Perspective","New Studies in Global IT and Business Service Outsourcing","","","","10.1007/978-3-642-24815-3_9","Sadhana DeshpandeSarah BeechamIta Richardson","2011","http://link.springer.com/chapter/10.1007/978-3-642-24815-3_9","Chapter"
"Testing Autonomous Robot Control Software Using Procedural Content Generation","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-40793-2_4","James ArnoldRob Alexander","2013","http://link.springer.com/chapter/10.1007/978-3-642-40793-2_4","Chapter"
"Reducing the Cost of Grammar-Based Testing Using Pattern Coverage","Testing Software and Systems","","","","10.1007/978-3-319-25945-1_5","Cleverton HentzJurgen J. VinjuAnamaria M. Moreira","2015","http://link.springer.com/chapter/10.1007/978-3-319-25945-1_5","Chapter"
"How Does Scrum Conform to the Regulatory Requirements Defined in MDevSPICE®?","Software Process Improvement and Capability Determination","","","","10.1007/978-3-319-67383-7_19","Özden Özcan-TopFergal McCaffery","2017","http://link.springer.com/chapter/10.1007/978-3-319-67383-7_19","Chapter"
"Android Testing Crawler","Quality of Information and Communications Technology","","","","10.1007/978-3-030-29238-6_23","Jorge FerreiraAna C. R. Paiva","2019","http://link.springer.com/chapter/10.1007/978-3-030-29238-6_23","Chapter"
"Test Data Generation for Event-B Models Using Genetic Algorithms","Software Engineering and Computer Systems","","","","10.1007/978-3-642-22203-0_7","Ionut DincaAlin StefanescuFlorentin IpateRaluca LefticaruCristina Tudose","2011","http://link.springer.com/chapter/10.1007/978-3-642-22203-0_7","Chapter"
"Mutation-Based Generation of Software Product Line Test Configurations","Search-Based Software Engineering","","","","10.1007/978-3-319-09940-8_7","Christopher HenardMike PapadakisYves Le Traon","2014","http://link.springer.com/chapter/10.1007/978-3-319-09940-8_7","Chapter"
"Parameter Control in Search-Based Generation of Unit Test Suites","Search-Based Software Engineering","","","","10.1007/978-3-319-22183-0_10","David PatersonJonathan TurnerThomas WhiteGordon Fraser","2015","http://link.springer.com/chapter/10.1007/978-3-319-22183-0_10","Chapter"
"Experimental Evaluation of a Novel Equivalence Class Partition Testing Strategy","Tests and Proofs","","","","10.1007/978-3-319-21215-9_10","Felix HübnerWen-ling HuangJan Peleska","2015","http://link.springer.com/chapter/10.1007/978-3-319-21215-9_10","Chapter"
"Native and Multiple Targeted Mobile Applications","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21410-8_42","Euler Horta MarinhoRodolfo Ferreira Resende","2015","http://link.springer.com/chapter/10.1007/978-3-319-21410-8_42","Chapter"
"Using Software Inspection as a Catalyst for SPI in a Small Company","Product Focused Software Process Improvement","","","","10.1007/978-3-540-24659-6_5","Lasse HarjumaaIlkka TervonenPekka Vuorio","2004","http://link.springer.com/chapter/10.1007/978-3-540-24659-6_5","Chapter"
"Quality Factors in Development Best Practices for Mobile Applications","Computational Science and Its Applications – ICCSA 2012","","","","10.1007/978-3-642-31128-4_47","Euler Horta MarinhoRodolfo Ferreira Resende","2012","http://link.springer.com/chapter/10.1007/978-3-642-31128-4_47","Chapter"
"Optimized Software Process for Fault Handling in Global Software Development","Making Globally Distributed Software Development a Success Story","","","","10.1007/978-3-540-79588-9_34","Dirk MackeTihana Galinac","2008","http://link.springer.com/chapter/10.1007/978-3-540-79588-9_34","Chapter"
"The Construction of Multi-agent Systems as an Engineering Discipline","Engineering Societies in the Agents World VII","","","","10.1007/978-3-540-75524-1_2","Jorge J. Gomez-Sanz","2007","http://link.springer.com/chapter/10.1007/978-3-540-75524-1_2","Chapter"
"UCProMo—Towards a User-Centred Process Model","Human-Centered and Error-Resilient Systems Development","","","","10.1007/978-3-319-44902-9_19","Tom Gross","2016","http://link.springer.com/chapter/10.1007/978-3-319-44902-9_19","Chapter"
"Understanding Uncertainty in Cyber-Physical Systems: A Conceptual Model","Modelling Foundations and Applications","","","","10.1007/978-3-319-42061-5_16","Man ZhangBran SelicShaukat AliTao YueOscar OkarizRoland Norgren","2016","http://link.springer.com/chapter/10.1007/978-3-319-42061-5_16","Chapter"
"A Comparative Study on Combinatorial and Random Testing for Highly Configurable Systems","Testing Software and Systems","","","","10.1007/978-3-030-64881-7_20","Hao JinTakashi KitamuraEun-Hye ChoiTatsuhiro Tsuchiya","2020","http://link.springer.com/chapter/10.1007/978-3-030-64881-7_20","Chapter"
"Continuous Self-Evaluation for the Self-Improvement of Software","Self-Adaptive Software","","","","10.1007/3-540-44584-6_3","Leon J.Lori A.","2001","http://link.springer.com/chapter/10.1007/3-540-44584-6_3","Chapter"
"The Effects of Project, Customer and Vendor Properties on the Conflict of IS Outsourcing Development","Future Information Technology","","","","10.1007/978-3-642-22333-4_63","Dong-Hwan ChoHaeng-Nam Sung","2011","http://link.springer.com/chapter/10.1007/978-3-642-22333-4_63","Chapter"
"A Context Framework with Ontology for Personalised and Cooperative Mobile Learning","Computer Supported Cooperative Work in Design III","","","","10.1007/978-3-540-72863-4_74","Philip MooreBin Hu","2007","http://link.springer.com/chapter/10.1007/978-3-540-72863-4_74","Chapter"
"An Approach for Effective Design Space Exploration","Foundations of Computer Software. Modeling, Development, and Verification of Adaptive Systems","","","","10.1007/978-3-642-21292-5_3","Eunsuk KangEthan JacksonWolfram Schulte","2011","http://link.springer.com/chapter/10.1007/978-3-642-21292-5_3","Chapter"
"Symbolic Execution of Transition Systems with Function Summaries","Tests and Proofs","","","","10.1007/978-3-319-61467-0_3","Imen BoudhibaChristophe GastonPascale Le GallVirgile Prevosto","2017","http://link.springer.com/chapter/10.1007/978-3-319-61467-0_3","Chapter"
"Selecting Fault Tolerant Styles for Third-Party Components with Model Checking Support","Component-Based Software Engineering","","","","10.1007/978-3-642-02414-6_5","Junguo LiXiangping ChenGang HuangHong MeiFranck Chauvel","2009","http://link.springer.com/chapter/10.1007/978-3-642-02414-6_5","Chapter"
"Design for Safety","Towards System Safety","","","","10.1007/978-1-4471-0823-8_1","Neil Storey","1999","http://link.springer.com/chapter/10.1007/978-1-4471-0823-8_1","Chapter"
"The System Factory Approach to Software Engineering Education","Issues in Software Engineering Education","","","","10.1007/978-1-4613-9614-7_19","Walt Scacchi","1989","http://link.springer.com/chapter/10.1007/978-1-4613-9614-7_19","Chapter"
"An Introduction to Grammar Convergence","Integrated Formal Methods","","","","10.1007/978-3-642-00255-7_17","Ralf LämmelVadim Zaytsev","2009","http://link.springer.com/chapter/10.1007/978-3-642-00255-7_17","Chapter"
"Generating Biased Dataset for Metamorphic Testing of Machine Learning Programs","Testing Software and Systems","","","","10.1007/978-3-030-31280-0_4","Shin NakajimaTsong Yueh Chen","2019","http://link.springer.com/chapter/10.1007/978-3-030-31280-0_4","Chapter"
"Software-based critical systems","Safe Comp 96","","","","10.1007/978-1-4471-0937-2_14","Jean-Claude Laprie","1997","http://link.springer.com/chapter/10.1007/978-1-4471-0937-2_14","Chapter"
"Improving the Software Inspection Process","Software Process Improvement","","","","10.1007/11586012_16","Tor StålhaneTanveer Husain Awan","2005","http://link.springer.com/chapter/10.1007/11586012_16","Chapter"
"Reconciling the Academic and Enterprise Perspectives of Design Thinking","Business Modeling and Software Design","","","","10.1007/978-3-319-94214-8_2","José Carlos Camposano","2018","http://link.springer.com/chapter/10.1007/978-3-319-94214-8_2","Chapter"
"Testing Chatbots Using Metamorphic Relations","Testing Software and Systems","","","","10.1007/978-3-030-31280-0_3","Josip BozicFranz Wotawa","2019","http://link.springer.com/chapter/10.1007/978-3-030-31280-0_3","Chapter"
"Modeling and Testing Agent Systems Based on Statecharts","Applying Formal Methods: Testing, Performance, and M/E-Commerce","","","","10.1007/978-3-540-30233-9_23","Heui-Seok SeoTadashi AraragiYong Rae Kwon","2004","http://link.springer.com/chapter/10.1007/978-3-540-30233-9_23","Chapter"
"Cost-Aware Automatic Program Repair","Static Analysis","","","","10.1007/978-3-319-10936-7_17","Roopsha SamantaOswaldo OlivoE. Allen Emerson","2014","http://link.springer.com/chapter/10.1007/978-3-319-10936-7_17","Chapter"
"Crowdsourced Reverse Engineering: Experiences in Applying Crowdsourcing to Concept Assignment","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-22559-9_10","Sebastian HeilValentin SiegertMartin Gaedke","2019","http://link.springer.com/chapter/10.1007/978-3-030-22559-9_10","Chapter"
"ENACT: Development, Operation, and Quality Assurance of Trustworthy Smart IoT Systems","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-06019-0_9","Nicolas FerryArnor SolbergHui SongStéphane LavirotteJean-Yves TigliThierry WinterVictor Muntés-MuleroAndreas MetzgerErkuden Rios VelascoAmaia Castelruiz Aguirre","2019","http://link.springer.com/chapter/10.1007/978-3-030-06019-0_9","Chapter"
"Dependable Computing for Railway Control Systems","Dependable Computing for Critical Applications 3","","","","10.1007/978-3-7091-4009-3_11","Giorgio Mongardi","1993","http://link.springer.com/chapter/10.1007/978-3-7091-4009-3_11","Chapter"
"Software Fault-Freeness and Reliability Predictions","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-40793-2_10","Lorenzo StriginiAndrey Povyakalo","2013","http://link.springer.com/chapter/10.1007/978-3-642-40793-2_10","Chapter"
"On the Application of the Multi-Evolutionary and Coupling-Based Approach with Different Aspect-Class Integration Testing Strategies","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_4","Wesley Klewerton Guez AssunçãoThelma Elita ColanziSilvia Regina VergilioAurora Pozo","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_4","Chapter"
"Providing Training in GSD by Using a Virtual Environment","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-31063-8_16","Miguel J. MonasorAurora VizcaínoMario Piattini","2012","http://link.springer.com/chapter/10.1007/978-3-642-31063-8_16","Chapter"
"Educational Innovations and Gamification for Fostering Training and Testing in Software Implementation Projects","Software Business","","","","10.1007/978-3-030-33742-1_23","Zornitsa Yordanova","2019","http://link.springer.com/chapter/10.1007/978-3-030-33742-1_23","Chapter"
"An Evolutionary Approach for Program Model Checking","Model and Data Engineering","","","","10.1007/978-3-642-24443-8_21","Nassima AlebZahia TamenNadjet Kamel","2011","http://link.springer.com/chapter/10.1007/978-3-642-24443-8_21","Chapter"
"Runtime Certification","Runtime Verification","","","","10.1007/978-3-540-89247-2_2","John Rushby","2008","http://link.springer.com/chapter/10.1007/978-3-540-89247-2_2","Chapter"
"An Approach to Test Set Generation for Pair-Wise Testing Using Genetic Algorithms","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_27","Priti BansalSangeeta SabharwalShreya MalikVikhyat AroraVineet Kumar","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_27","Chapter"
"Variability Management in Software Product Lines: An Investigation of Contemporary Industrial Challenges","Software Product Lines: Going Beyond","","","","10.1007/978-3-642-15579-6_12","Lianping ChenMuhammad Ali Babar","2010","http://link.springer.com/chapter/10.1007/978-3-642-15579-6_12","Chapter"
"The Shaping of the Agent-Oriented Mindset","Engineering Multi-Agent Systems","","","","10.1007/978-3-319-14484-9_1","Koen V. Hindriks","2014","http://link.springer.com/chapter/10.1007/978-3-319-14484-9_1","Chapter"
"IoT Testing - The Big Challenge Why, What and How","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_9","Benny Sand","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_9","Chapter"
"On the Benefit of Automated Static Analysis for Small and Medium-Sized Software Enterprises","Software Quality. Process Automation in Software Development","","","","10.1007/978-3-642-27213-4_3","Mario GleirscherDmitriy GolubitskiyMaximilian IrlbeckStefan Wagner","2012","http://link.springer.com/chapter/10.1007/978-3-642-27213-4_3","Chapter"
"Parallel Evolutionary Algorithm in Scheduling Work Packages to Minimize Duration of Software Project Management","Software Engineering and Methodology for Emerging Domains","","","","10.1007/978-981-15-0310-8_3","Jinghui HuXu WangJian RenChao Liu","2019","http://link.springer.com/chapter/10.1007/978-981-15-0310-8_3","Chapter"
"Critical Success Factors for Offshore Software Development Outsourcing Vendors: An Empirical Study","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-13792-1_13","Siffat Ullah KhanMahmood NiaziRashid Ahmad","2010","http://link.springer.com/chapter/10.1007/978-3-642-13792-1_13","Chapter"
"A Novel Hybrid Engineering Methodology to Enhance Collaboration During the Design and Development of Meta Product Services","Collaboration in a Hyperconnected World","","","","10.1007/978-3-319-45390-3_33","Shamaila IramTerrence FernandoMay Bassanino","2016","http://link.springer.com/chapter/10.1007/978-3-319-45390-3_33","Chapter"
"Analysis of Techniques for Documenting User Requirements","Computational Science and Its Applications – ICCSA 2012","","","","10.1007/978-3-642-31128-4_2","Michel dos Santos SoaresDaniel Souza Cioquetta","2012","http://link.springer.com/chapter/10.1007/978-3-642-31128-4_2","Chapter"
"Reducing the Size of the Test Suite by Genetic Algorithm and Concept Analysis","Recent Trends in Networks and Communications","","","","10.1007/978-3-642-14493-6_17","S. SelvakumarM. R. C. DineshC. DhineshkumarN. Ramaraj","2010","http://link.springer.com/chapter/10.1007/978-3-642-14493-6_17","Chapter"
"Dealing with Scalability in an Event-Based Infrastructure to Support Global Software Development","Trends in Enterprise Application Architecture","","","","10.1007/978-3-540-75912-6_8","Rubby CasallasOscar GonzálezNicolás López","2007","http://link.springer.com/chapter/10.1007/978-3-540-75912-6_8","Chapter"
"Verification, Testing and Statistics","FM 2009: Formal Methods","","","","10.1007/978-3-642-05089-3_4","Sriram K. Rajamani","2009","http://link.springer.com/chapter/10.1007/978-3-642-05089-3_4","Chapter"
"Predicting Fault-Prone Modules: A Comparative Study","Software Engineering Approaches for Offshore and Outsourced Development","","","","10.1007/978-3-642-02987-5_7","Hao JiaFengdi ShuYe YangQing Wang","2009","http://link.springer.com/chapter/10.1007/978-3-642-02987-5_7","Chapter"
"Experiences in Discovering, Modeling, and Reenacting Open Source Software Development Processes","Unifying the Software Process Spectrum","","","","10.1007/11608035_36","Chris JensenWalt Scacchi","2006","http://link.springer.com/chapter/10.1007/11608035_36","Chapter"
"HOLL: Program Synthesis for Higher Order Logic Locking","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-030-99524-9_1","Gourav TakharRamesh KarriChristian PilatoSubhajit Roy","2022","http://link.springer.com/chapter/10.1007/978-3-030-99524-9_1","Chapter"
"An Application of Model Seeding to Search-Based Unit Test Generation for Gson","Search-Based Software Engineering","","","","10.1007/978-3-030-59762-7_17","Mitchell OlsthoornPouria DerakhshanfarXavier Devroey","2020","http://link.springer.com/chapter/10.1007/978-3-030-59762-7_17","Chapter"
"A Method Dependence Relations Guided Genetic Algorithm","Search Based Software Engineering","","","","10.1007/978-3-319-47106-8_22","Ali AburasAlex Groce","2016","http://link.springer.com/chapter/10.1007/978-3-319-47106-8_22","Chapter"
"Multi-objective Genetic Optimization for Noise-Based Testing of Concurrent Software","Search-Based Software Engineering","","","","10.1007/978-3-319-09940-8_8","Vendula HrubáBohuslav KřenaZdeněk LetkoHana PluháčkováTomáš Vojnar","2014","http://link.springer.com/chapter/10.1007/978-3-319-09940-8_8","Chapter"
"A Genetic Algorithm for Automatic Business Process Test Case Selection","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_10","Kristof BöhmerStefanie Rinderle-Ma","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_10","Chapter"
"A Process Framework for Designing Software Reference Architectures for Providing Tools as a Service","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_8","Muhammad Aufeef ChauhanMuhammad Ali BabarChristian W. Probst","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_8","Chapter"
"Quality Attribute Techniques Framework","Software Process Improvement","","","","10.1007/978-3-642-04133-4_15","Yin Kia ChiamLiming ZhuMark Staples","2009","http://link.springer.com/chapter/10.1007/978-3-642-04133-4_15","Chapter"
"An Empirical Study on the Use and Misuse of Java 8 Streams","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-030-45234-6_5","Raffi KhatchadourianYiming TangMehdi BagherzadehBaishakhi Ray","2020","http://link.springer.com/chapter/10.1007/978-3-030-45234-6_5","Chapter"
